# created: Fri Mar  1 03:00:01 2024
# <aid>|<type>|<language>|<title>
# type: 1=primary title (one per anime), 2=synonyms (multiple per anime), 3=shorttitles (multiple per anime), 4=official title (one per language)
3358|1|x-jat|Ihara Saikaku Koushoku Ichidai Otoko
3358|2|en|Ihara Saikaku`s Life of An Amorous Man
820|1|x-jat|Ihatov Gensou: Kenji no Haru
3669|4|fi|Ihmemaa Oz
13939|2|he|II מוב פסיכו 100
15928|1|x-jat|Iii Icecrin
17357|1|x-jat|Iii Icecrin 2
15928|4|ja|iiiあいすくりん
17357|4|ja|iiiあいすくりん2
10511|1|x-jat|Iinari! Saimin Kanojo: Reizoku Sennou Nama Hame Seikatsu!!
17472|1|x-jat|Iinchou wa Saimin Appli o Shinjiteru.
12427|4|de|Iizuka-Senpai X Blazer - The Animation
12427|1|x-jat|Iizuka-senpai x Blazer: Ane Kyun! yori The Animation
11776|1|x-jat|Ijigen Gattai Mojibakeru Z
207|1|x-jat|Ijigen no Sekai El-Hazard
10153|1|x-jat|Ijime wa Zettai Warui!
8881|1|x-jat|Ijime: Ikenie no Kyoushitsu
15622|1|x-jat|Ijiranaide, Nagatoro-san
16926|1|x-jat|Ijiranaide, Nagatoro-san 2nd Attack
15781|1|x-jat|Ijirare: Fukushuu Saimin
4038|1|x-jat|Ijiwaru Baa-san
3093|1|x-jat|Ijiwaru Baa-san (1996)
4614|1|x-jat|Ijoku
8720|1|x-jat|Ijou Chitai
8720|2|x-jat|Ijou Chitai Jikken Dorei
14716|2|x-jat|Ijou Seibutsu Kenbunroku
48|3|x-jat|ik
10676|4|nl|Ik Begrijp Maar Niet Waar Mijn Man Het Over Heeft
11002|4|nl|Ik Begrijp Maar Niet Waar Mijn Man Het Over Heeft 2de Deel
8510|1|x-jat|Ika Ice Tabenaika?
7486|3|x-jat|ika musume
11708|2|x-jat|Ikamaturi
7486|3|x-jat|ikamusume
9046|3|x-jat|IkaMusume OVA
8294|3|x-jat|ikamusume2
688|1|x-jat|Ike! Ina-chuu Takkyuubu
14521|4|ja|IKEBUKURO
14521|1|x-jat|Ikebukuro
14521|2|x-jat|Ikebukuro PR Anime
15073|1|x-jat|Ikebukuro West Gate Park
15073|4|en|Ikebukuro West Gate Park
14355|1|x-jat|Ikedaya Soudou
9856|1|x-jat|Ikeike! Momon-chan
9910|1|x-jat|Ikemen Kyuugotai Nurse Angels
12524|4|en|Ikemen Sengoku: Bromances Across Time
12524|2|en|Ikemen Sengoku: Love Won`t Start by Crossing Through Time
12524|1|x-jat|Ikemen Sengoku: Toki o Kakeru ga Koi wa Hajimaranai
5283|4|ja|IKENAI BOY
5283|1|x-jat|Ikenai Boy
10942|1|x-jat|Ikenai Koto The Animation
17592|2|x-jat|ikenaikyo
1403|1|x-jat|Ikenie
1403|2|de|Ikenie
36|1|x-jat|Iketeru Futari
13856|1|x-jat|Ikezu
17935|1|x-jat|Ikimono-san
2460|1|x-jat|Ikinari Dagon
9758|1|x-jat|Ikitaku Naru Omise Hen
10137|1|x-jat|Ikite Iru
14348|1|x-jat|Ikite Irutte Subarashii!
10107|1|x-jat|Ikitemasu, 15-sai.
11785|2|tr|İkiz Yıldız Ruh Kovucuları
618|3|x-jat|Ikki
8569|3|x-jat|ikki ova 1
10812|3|x-jat|ikki ova 2
14420|3|x-jat|ikki ova 3
4870|3|x-jat|ikki s2
5749|3|x-jat|ikki s3
7219|3|x-jat|ikki s4
16419|3|x-jat|ikki s5
618|4|en|Ikki Tousen
618|4|fr|Ikki Tousen
618|4|de|Ikki Tousen
618|4|it|Ikki Tousen
4870|4|fr|Ikki Tousen - Dragon Destiny
4870|4|de|Ikki Tousen - Dragon Destiny
618|2|de|Ikki Tousen - Dragon Girls
5749|4|fr|Ikki Tousen - Great Guardians
5749|4|de|Ikki Tousen - Great Guardians
4870|4|pl|Ikki Tousen Dragon Destiny
8569|4|de|Ikki Tousen in Kyoto
4870|4|en|Ikki Tousen: Dragon Destiny
10812|4|en|Ikki Tousen: Extravaganza Epoch
5749|4|en|Ikki Tousen: Great Guardians
8569|4|en|Ikki Tousen: Shuugaku Epic Battle
14420|4|en|Ikki Tousen: Western Wolves
14420|4|de|Ikki Tousen: Western Wolves
7219|4|de|Ikki Tousen: Xtreme Xecutor
7219|4|en|Ikki Tousen: Xtreme Xecutor
618|2|en|Ikki-Tosen - Legendary Fighter
618|3|x-jat|ikki1
4870|3|x-jat|ikki2
5749|3|x-jat|ikki3
7219|3|x-jat|ikki4
8569|3|x-jat|ikki5
618|1|x-jat|Ikkitousen
4870|2|x-jat|Ikkitousen 2
5749|2|x-jat|Ikkitousen 3
7219|2|x-jat|Ikkitousen 4
4870|1|x-jat|Ikkitousen: Dragon Destiny
10812|1|x-jat|Ikkitousen: Extravaganza Epoch
5749|1|x-jat|Ikkitousen: Great Guardians
8569|1|x-jat|Ikkitousen: Shuugaku Toushi Keppuu-roku
14420|1|x-jat|Ikkitousen: Western Wolves
7219|1|x-jat|Ikkitousen: Xtreme Xecutor
288|2|en|Ikkoku House
1678|2|en|Ikkyu the Little Monk
1680|2|en|Ikkyu-san and the Mischievous Princess
13383|1|x-jat|Ikkyuu Nyuukon
1678|1|x-jat|Ikkyuu-san
1679|1|x-jat|Ikkyuu-san (1978)
7847|1|x-jat|Ikkyuu-san Haru Da! Yancha Hime
1680|1|x-jat|Ikkyuu-san to Yancha Hime
9416|1|x-jat|Ikkyuu-san Wide Ban: Ooabare Yancha Hime
5453|1|x-jat|Ikoku Irokoi Romantan
8180|1|x-jat|Ikoku Meiro no Croisee The Animation
11033|1|x-jat|Ikoku na Retro
8180|3|x-jat|ikokumeiro
5062|4|hu|Ikri és Mikri
8058|2|lt|Iksmenai
17735|1|x-jat|Ikumonogakari The Animation
5628|1|x-jat|Ikusa Otome Suvia
2805|1|x-jat|Ikusa Otome Valkyrie
5983|1|x-jat|Ikusa Otome Valkyrie 2
9198|1|x-jat|Ikusa Otome Valkyrie G: Ikusa Otome-tachi no Tasogare
9198|2|en|Ikusa Otome Valkyrie G: Twilight of Battle Maiden
4251|2|x-jat|Ikusa Otome Valkyrie Shinshou
4251|1|x-jat|Ikusa Otome Valkyrie Shinshou: Anata ni Subete o Sasagemasu
4251|2|x-jat|Ikusa Otome Valkyrie True Chapter
17763|1|x-jat|Ikuta no Kita
7313|1|x-jat|Ikuze! Gen-san
1218|4|it|Il castello errante di Howl
140|4|it|Il club della magia!
1868|4|it|Il conte di Montecristo
3664|2|it|Il cucciolo
793|4|it|Il cuneo dell`amore
1220|4|fr|Il était une fois Windaria
1635|4|fr|Il était une fois... Gigi
5081|4|fr|Il était une fois... l`espace
5222|4|fr|Il était une fois... la Vie
5222|2|fr|Il était une fois... la Vie - La fabuleuse histoire du corps humain
8593|2|it|Il Famiglio di Louise Finale
4787|4|it|Il fantastico mondo di Paul
3094|2|it|Il fichissimo del baseball
617|4|it|Il fiuto di Sherlock Holmes
2210|4|it|Il Gatto con Gli Stivali
2225|4|it|Il gatto con gli stivali in giro per il mondo
9589|4|it|Il giardino delle parole
2706|4|it|Il giro del mondo di Willy Fog
956|4|it|Il grande Mazinga
2221|4|it|Il Grande Mazinga contro Getta Robot
2223|4|it|Il Grande Mazinga contro Getta Robot G - Violento scontro nei cieli
956|2|it|Il grande Mazinger
478|4|it|Il grande sogno di Maya
2245|4|it|Il lago dei cigni
2613|4|it|Il Leone Nero
1428|4|it|Il libro della giungla
5552|4|it|Il lungo viaggio di Porfi
6048|2|it|Il Maggiordomo Nero
1635|4|it|Il magico mondo di Gigì
2740|4|it|Il mago pancione Etcì
2447|4|it|Il minatore dello spazio
1651|4|it|Il mio amico Patrasche
17304|4|it|Il mio matrimonio felice
303|4|it|Il mio vicino Totoro
40|2|it|Il mistero della pietra azzurra
17870|4|it|Il Monologo della Speziale
2314|4|it|Il paese del c`era una volta
1476|4|it|Il paradiso delle dee
10272|2|it|Il Parassita
3382|4|it|Il parco delle sevizie
2968|4|it|Il pazzo mondo di Go Nagai
1678|4|it|Il piccolo bonzo
3091|4|it|Il Piccolo Guerriero
2296|4|it|Il piccolo lord
2201|2|it|Il Piccolo Principe E Il Drago A Otto Teste
798|4|it|Il Poema del Vento e degli Alberi
13545|4|it|Il Ragazzo e l`Airone
3669|2|it|Il regno di Oz
1863|4|it|Il ritorno di Creamy
477|4|it|Il Segreto della sabbia
784|2|it|Il silenzio degli innocenti
9736|2|it|Il Sole Penetra le Illusioni
2342|4|it|Il Tulipano Nero
4599|2|pl|Ilustrowany pamiętnik Mikana
2787|3|x-jat|IM
8068|4|de|Im Bad mit Hinako
528|2|de|Im Banne des Satans
7295|4|de|Im Bett mit Hinako
467|2|de|Im Dienste ihrer Majestät - Licensed by Royalty
3669|4|de|Im Land des Zauberers von Oz
4559|3|x-jat|im ova
6212|3|x-jat|im ova 2
8218|2|ja|iM@S
17379|1|x-jat|Ima demo Senchou to Yobarete iru Senchou no Yoru
12005|1|x-jat|Ima kara Atashi......
12453|1|x-jat|Ima no Watashi ni Dekiru Koto...
11119|1|x-jat|Ima, Futari no Michi
114|1|x-jat|Ima, Soko ni Iru Boku
114|2|x-jat|Ima, Sokoni Iru Boku
114|3|x-jat|imaboku
15215|4|fr|Imagine, un cambrousard du dernier donjon dans la ville de départ !
16198|2|en|Imaizumi`s Place Became a Gal Hang-Out Spot for Some Reason
16198|1|x-jat|Imaizumin-chi wa Douyara Gal no Tamariba ni Natteru Rashii
10299|1|x-jat|Imako System
12278|1|x-jat|Imarine Project
4773|3|x-jat|Imas
10585|3|en|imascg
11135|3|en|imascg2
10628|3|x-jat|imawa
10628|1|x-jat|Imawa no Kuni no Alice
4523|1|x-jat|Imbalance Girl
1120|4|fr|Imma Yojo
1120|4|en|Imma Youjo: The Erotic Temptress
3335|1|x-jat|Immoral
9941|4|en|Immoral Confession of a Married Woman
658|2|en|Immoral Girls
17244|4|en|Immoral Guild
174|4|en|Immoral Sisters
1509|4|en|Immoral Sisters 2
2253|2|en|Immoral Sisters 3
2253|4|en|Immoral Sisters: Blossoming
4081|2|en|Immoral Wife
3335|4|ja|IMMORAL[インモラル]
1688|4|de|Immorality
1688|4|en|Immorality
14718|2|en|Immortal King
16359|2|en|Immortal King 2
13660|2|en|IMMORTAL LEGENDS : GRAVE ROBBERS
18420|2|en|Immortal Tomb
17161|2|en|Immortality
18122|2|en|Immortality 2
16431|2|en|Immortals of the Godless
93|3|x-jat|IMMSE
9546|3|x-jat|ImoCho
10350|3|x-jat|imocho ova
13534|3|x-jat|imoimo
12122|1|x-jat|Imokawa Mukuzo: Chuugaeri no Maki
4219|1|x-jat|Imokawa Mukuzo: Genkanban no Maki
4219|2|en|Imokawa Mukuzo: The Janitor
11352|3|x-jat|Imosae
11352|4|fr|Imôto sae ireba ii
4337|1|x-jat|Imouto
13285|1|x-jat|Imouto Bitch ni Shiboraretai
2451|1|x-jat|Imouto de Ikou!
1749|1|x-jat|Imouto Jiru
8402|1|x-jat|Imouto Paradise!
9898|1|x-jat|Imouto Paradise! 2
13834|1|x-jat|Imouto Paradise! 3 The Animation
11352|1|x-jat|Imouto sae Ireba Ii.
12306|1|x-jat|Imouto to Sono Yuujin ga Ero Sugite Ore no Kokan ga Yabai
4738|1|x-jat|Imouto Twins
17733|1|x-jat|Imouto wa Gal Kawaii
16026|3|x-jat|Imouza
13279|4|ja|Implicity
13279|1|x-jat|Implicity
8658|2|en|Impostory
8482|2|en|Impregnate me Seiryu-kun!
16970|2|pl|Imprezowicz Kongming
3389|3|x-jat|ims
4773|3|x-jat|imx
9376|2|en|In a Corner of This World
654|4|en|In a Distant Time
654|4|de|In a Distant Time - Der Traum der weißen Hortensie
2581|4|de|In a Distant Time - Priesterin des weißen Drachens
4058|4|de|In a Distant Time - The Movie: Ein Tanz im Mondlicht
4058|2|de|In a Distant Time - The Movie: Tanz einer Nacht
2581|2|en|In a Distant Time 2: Priestess of the White Dragon
5454|2|en|In a Distant Time 3: Crimson Moon
7086|2|en|In a Distant Time 3: Neverending Destiny
2580|2|en|In a Distant Time: A Tale of the Eight Guardians
654|2|en|In a Distant Time: Hydrangea Dream Story
8440|2|en|In a Pig`s Eye
13004|4|en|In Another World with My Smartphone
17317|4|en|In Another World with My Smartphone 2
1688|1|x-jat|In no Houteishiki
17000|4|en|In Other Words, Sketch.
3184|4|it|In principio: Storie dalla Bibbia
9376|4|it|In questo angolo di mondo
14457|4|ja|In Search of Axis
14457|1|x-jat|In Search of Axis
10372|4|en|In Search of the Lost Future
7656|4|en|In Solitude Where We Are Least Alone
7656|2|en|In Solitude, Where We are Least Alone
318|2|en|In The Aftermath
18479|1|x-jat|In the Back Room
3184|4|en|In the Beginning: Stories from the Bible
3184|2|en|In the Beginning: Stories from the Old Testament
17761|4|en|In the Big Yard Inside the Teeny-Weeny Pocket
1436|2|en|In the clutches of the sect
17741|2|en|In the end, the Witch and that Customer
16966|4|en|In the Heart of Kunoichi Tsubaki
16069|4|en|In the Land of Leadale
9376|4|en|In This Corner of the World
9376|4|de|In this Corner of the World
5466|2|x-jat|In Warau Kangofu The Animation
14602|4|en|In/Spectre
15876|4|en|In/Spectre Season 2
5360|1|x-jat|In`yoku Tokkyuu Zetsurin Ou
8104|1|x-jat|In`youchuu Etsu: Kairaku Henka Taimaroku
5764|2|x-jat|In`youchuu Shoku: Ryoushokujima Taimaroku
5764|1|x-jat|In`youchuu Shoku: Ryoushokutou Taimaroku
13243|1|x-jat|In`youchuu Shoku: Ryoushokutou Taimaroku - Harami Ochiru Shoujo-tachi Anime Edition
4739|1|x-jat|In`youchuu The Animation
12860|1|x-jat|Inaba no Kuni no Usagi-san
9265|3|x-jat|InaDan
13393|1|x-jat|Inagawa Junji no Sugooku Kowai Hanashi
9045|3|x-jat|inago cs
9867|3|x-jat|inago3
13073|1|x-jat|Inaka Nezumi to Machi Nezumi
3095|1|x-jat|Inakappe Taishou
9536|3|x-jat|Inakon
10391|3|x-jat|Inakon OVA
9536|2|x-jat|Inari Kon Kon
9536|4|en|Inari Kon Kon
10391|4|en|Inari Kon Kon: Cicada Chorus
10391|2|en|Inari, Kon Kon, Koi Iroha: Inari, Kon Kon, Cicada Chorus
9536|2|en|Inari, Konkon, Koi Iroha
9536|1|x-jat|Inari, Konkon, Koi Iroha.
10391|1|x-jat|Inari, Konkon, Koi Iroha. Inari, Konkon, Semi Shigure.
12607|4|en|Inazma Delivery
12607|1|x-jat|Inazma Delivery
13631|1|x-jat|Inazma Delivery: Dougyousha Attack Hen
6143|2|pl|Inazuma 11
6143|2|x-jat|Inazuma 11
6143|4|de|Inazuma Eleven
6143|1|x-jat|Inazuma Eleven
6143|4|pt|Inazuma Eleven
6143|4|es|Inazuma Eleven
6143|4|es-419|Inazuma Eleven
6143|4|pl|Inazuma Eleven
8381|4|pl|Inazuma Eleven Go
8381|1|x-jat|Inazuma Eleven GO
9045|4|pl|Inazuma Eleven Go (2012)
9045|2|x-jat|Inazuma Eleven GO 2
9045|2|x-jat|Inazuma Eleven GO 2: Chrono Stone
9867|2|x-jat|Inazuma Eleven GO 3
9045|1|x-jat|Inazuma Eleven GO: Chrono Stone
9867|4|pt|Inazuma Eleven GO: Galaxy
9867|1|x-jat|Inazuma Eleven GO: Galaxy
8381|4|pt|Inazuma Eleven GO!
8381|2|x-jat|Inazuma Eleven GO!
9045|4|pt|Inazuma Eleven GO! Chrono Stone
8512|4|pl|Inazuma Eleven Movie: The Ultimate Bound, Griffon
7703|4|pl|Inazuma Eleven Movie: The Ultimate Force Team Ogre Attacks!
12292|1|x-jat|Inazuma Eleven: Ares no Tenbin
11027|1|x-jat|Inazuma Eleven: Chou Jigen Dream Match
14327|1|x-jat|Inazuma Eleven: Orion no Kokuin
12452|1|x-jat|Inazuma Eleven: Outer Code
14424|3|en|Inazuma Eleven: Reloaded
14424|1|x-jat|Inazuma Eleven: Reloaded - Soccer no Henkaku
14424|2|en|Inazuma Eleven: Reloaded - The Transformation of Soccer
1283|1|x-jat|Inbaku Gakuen
3701|1|x-jat|Inbo
5289|2|en|Incest Game
512|4|fr|Incestua corpus
4942|1|x-jat|Inda no Himekishi Janne The Animation
4942|2|x-jat|Inda No Himekishi Jeanne
15326|2|en|Indecent Hair
2452|4|fr|Indécentes retrouvailles
5975|3|en|Index
8694|3|en|Index Movie
5975|3|en|Index1
7599|3|en|Index2
13481|3|en|Index3
5278|4|en|Indian Summer
13314|1|x-kot|Indie Anibox: Selma Danbaekjil Coffee
7025|1|x-jat|Inemuri Buuchan
7259|2|en|Infection 2: City of Sin
7652|2|en|Infection 3: Fall of the Capital
8970|2|en|Infection 5: The Daybreak
6765|2|en|Infection: Link of Lust
4220|2|en|Inferious Interplanetary War Chronicle Condition Green
4220|1|x-jat|Inferious Wakusei Senshi Gaiden Condition Green
1540|4|it|Inferno e Paradiso
1540|2|pt|Inferno e Paraíso
877|2|en|Inferno Road
1540|2|es|Infierno y paraíso
12034|4|fr|Infini-T Force
12034|4|en|Infini-T Force
12034|1|x-jat|Infini-T Force
12034|4|ja|Infini-T Force
14564|4|en|Infinite Dendrogram
14564|1|x-jat|Infinite Dendrogram
14564|4|ja|INFINITE DENDROGRAM
192|4|en|Infinite Ryvius
192|4|fr|Infinite Ryvius
7727|2|en|Infinite Stratos
9849|3|x-jat|Infinite Stratos 2
10329|3|en|Infinite Stratos 2 OVA
8586|2|en|Infinite Stratos Encore: Sextet of Burning Love
7727|2|x-jat|Infinite Stratos IS
8586|3|en|Infinite Stratos OVA
12920|2|en|Infinity Nado
12958|2|en|Infinity Nado 2
12960|2|en|Infinity Nado 3
15265|2|en|Infinity Nado 5
2519|1|x-jat|Ingoku Byoutou
13890|1|x-jat|Ingress the Animation
13890|4|ja|INGRESS THE ANIMATION
13890|4|pl|Ingress: Serial animowany
135|3|x-jat|ini-d
135|3|x-jat|inid
135|4|pt|Initial D
135|1|x-jat|Initial D
135|4|fr|Initial D
135|4|pt-BR|Initial D
145|4|fr|Initial D - 2eme étape
625|4|fr|Initial D - 3e étape
1724|4|fr|Initial D - 4eme étape
631|4|fr|Initial D - Extra Stage
1724|2|x-jat|Initial D 4th stage
9344|2|x-jat|Initial D 5th stage
11|1|x-jat|Initial D Battle Stage
5298|1|x-jat|Initial D Battle Stage 2
16380|1|x-jat|Initial D Battle Stage 3
631|1|x-jat|Initial D Extra Stage
631|4|pt|Initial D Extra Stage
6129|1|x-jat|Initial D Extra Stage 2
6129|4|pt|Initial D Extra Stage 2
6129|2|x-jat|Initial D Extra Stage 2: Tabidachi no Green
9344|1|x-jat|Initial D Fifth Stage
9344|4|fr|Initial D Fifth Stage
10486|1|x-jat|Initial D Final Stage
10486|4|fr|Initial D Final Stage
10486|4|en|Initial D Final Stage
135|2|x-jat|Initial D First Stage
1724|1|x-jat|Initial D Fourth Stage
1724|4|pt|Initial D Fourth Stage
145|1|x-jat|Initial D Second Stage
145|4|pt|Initial D Second Stage
625|2|x-jat|Initial D The Movie
9987|2|en|Initial D the New Movie
625|1|x-jat|Initial D Third Stage
625|4|pt|Initial D Third Stage
11|4|en|Initial D: Battle Stage
11|4|de|Initial D: Battle Stage
5298|4|en|Initial D: Battle Stage 2
5298|4|de|Initial D: Battle Stage 2
16380|4|en|Initial D: Battle Stage 3
631|4|de|Initial D: Extra Stage
631|4|en|Initial D: Extra Stage
6129|4|de|Initial D: Extra Stage 2
6129|4|en|Initial D: Extra Stage 2
9344|4|de|Initial D: Fifth Stage
10486|4|de|Initial D: Final Stage
10486|2|x-jat|Initial D: Final Stage
135|4|en|Initial D: First Stage
135|4|de|Initial D: First Stage
1724|4|en|Initial D: Fourth Stage
1724|4|de|Initial D: Fourth Stage
9987|4|en|Initial D: Legend
145|4|de|Initial D: Second Stage
145|4|en|Initial D: Second Stage
625|4|de|Initial D: Third Stage
625|4|en|Initial D: Third Stage
9344|3|x-jat|initiald5
658|2|x-jat|Injoku Choukyou: Maid & Gibo (1)
1272|2|x-jat|Injoku Choukyou: Maid & Gibo (2)
1313|1|x-jat|Injoku no Heya
10704|1|x-jat|Injutsu no Yakata The Animation
861|1|x-jat|Injuu Alien
1201|1|x-jat|Injuu Daikessen
682|1|x-jat|Injuu Gakuen EX
663|1|x-jat|Injuu Gakuen La Blue Girl
676|1|x-jat|Injuu Gakuen La Blue Girl: Fukkatsu Hen
670|1|x-jat|Injuu Kateikyoushi
910|1|x-jat|Injuu Kyoushi
1131|1|x-jat|Injuu Nerawareta Hanayome
1433|1|x-jat|Injuu Nerawareta Idol
974|1|x-jat|Injuu Onna Kyoushi
1184|2|x-jat|Injuu Seisen XX
1184|1|x-jat|Injuu Seisen: Twin Angels
1200|1|x-jat|Injuu vs Onna Spy
5678|3|x-jat|ink
3702|1|x-jat|Inko
13253|4|ja|INKO COLORS The animation
13253|1|x-jat|Inko Colors the Animation
13762|1|x-jat|Inkou Kyoushi 4 feat. Ero Giin-sensei
17133|1|x-jat|Inkou Kyoushi no Sai*** Seikatsu Shidouroku
17133|2|ja|Inkou Kyoushi no Saimin Seikatsu Shidouroku
1082|1|x-jat|Inma Daitoshi
1082|2|x-jat|Inma Daitoshi: Beast City
736|4|en|Inma Seiden
736|4|de|Inma Seiden
736|2|en|Inma Seiden: The Holy War Against The Devil
736|2|en|Inma Seiden: The Legend Of The Beast Of Lust
5985|2|x-jat|Inma Taisen
1120|1|x-jat|Inma Youjo
15326|1|x-jat|Inmou
1369|1|x-jat|Inmu 2
1369|4|en|Inmu 2: Flesh Dreams
7324|1|x-jat|Inmu Gakuen: "Dame... Konna ni Nacchau no wa Yume no Naka dake na no...!" - Inmu ni Torawareta Bijin Shimai
1368|4|en|Inmu: Feast of Victims
1368|1|x-jat|Inmu: Ikenie no Utage
1562|2|en|Inner Destruction Fist Polymar
890|1|x-jat|Innocence
890|4|ja|Innocence
3952|4|ja|Innocent Blue
3952|1|x-jat|Innocent Blue
3952|2|en|Innocent Blue: Clinical Records
308|2|en|Innocent Nurse Academy
4489|1|x-jat|Innocent Venus
4489|4|fr|Innocent Venus
8533|1|x-jat|Innocent: Shoujo Memoria
10509|3|x-jat|inobato
1113|4|es|Inocencia perdida
6633|1|x-jat|Inochi no Chikyuu: Dioxin no Natsu
10509|1|x-jat|Inou Battle wa Nichijou-kei no Naka de
16046|1|x-jat|Inou no Aicis: ESP & High School Detective
10509|3|x-jat|inounaka
2169|3|x-jat|InS, UnN
14174|2|tr|İnsan Olmayan Eş
4081|4|en|Insatiable
16495|1|x-jat|Insect Land
3612|2|x-jat|Insect Tsurezuregusa
9199|4|es|Insectos Muerde-Traseros
927|4|fr|Insémination artificielle
8372|1|x-jat|Inshitsu Otaku ni Ikareru Kanojo
12999|4|ja|insomniac
12999|1|x-jat|Insomniac
17131|4|en|Insomniacs After School
4686|4|en|Inspector Fabre
4686|4|es|Inspector Fabre
9127|2|pl|Inspektor Tsunemori Akane
8249|1|x-jat|Install
5035|1|x-jat|Instant History
12787|1|x-jat|Instant Music
10526|2|en|Insufficient Direction
2169|3|x-jat|InSUnN
13204|4|ja|Inter College Animation Festival (2004) (インターカレッジ・アニメーション・フェスティバル)
15093|2|en|Inter-Species Impregnation: Valkyrie Hazard
2177|2|en|Interceptor-Doll Hoi Hoi-san
4952|2|en|Interesting Coaching School for the First Time on Manga
9441|4|ja|INTERIOR
9441|1|x-jat|Interior
1645|4|en|Interlude
1645|4|fr|Interlude
1645|1|x-jat|Interlude
7969|2|en|Interlude: Thatness and Thereness
1645|2|pl|Interludium
1562|2|en|Internal Destructive Fist Polymar
2431|4|en|Internal Medicine
1712|2|de|Internat der höheren Töchter
14969|4|en|Interspecies Reviewers
1153|4|pl|Interstella 5555
1153|1|x-jat|Interstella 5555
1153|4|de|Interstella 5555
1153|4|ja|INTERSTELLA 5555
1153|4|fr|Interstella 5555 - The 5tory of the 5ecret 5tar 5ystem
1153|4|it|Interstella 5555: The 5tory of the 5ecret 5tar 5ystem
1153|4|fi|Interstella 5555: The 5tory of the 5ecret 5tar 5ystem
1153|3|x-jat|Interstella5555
12374|4|de|Interviews mit Monster-Mädchen
12374|4|en|Interviews with Monster Girls
1336|4|de|Intime Sprechstunde
8289|2|en|Into the Forest of Fireflies` Light
4193|4|ro|Întoarcerea Dragonilor
4570|4|en|Intrigue in the Bakumatsu: Irohanihoheto
17260|1|x-jat|Inu ni Nattara Suki na Hito ni Hirowareta.
9663|1|x-jat|Inu to Hasami wa Tsukaiyou
15297|1|x-jat|Inu to Neko Docchi mo Katteru to Mainichi Tanoshii
17844|1|x-jat|Inu to Shounen
8564|4|en|Inu x Boku Secret Service
8564|1|x-jat|Inu x Boku Secret Service
8564|2|x-jat|Inu x Boku SS
144|4|de|Inu Yasha
144|2|x-jat|Inu Yasha
14949|4|en|Inu-Oh
14949|2|x-jat|Inu-oh
14949|1|x-jat|Inu-Ou
8564|3|x-jat|inuboku
10398|2|en|Inugami and Nekoyama
10398|4|en|Inugami-san and Nekoyama-san
10398|1|x-jat|Inugami-san to Nekoyama-san
9663|3|x-jat|Inuhasa
17260|3|x-jat|inuhiro
10656|1|x-jat|Inui-san!
4022|3|x-jat|Inukami
4022|1|x-jat|Inukami!
4938|2|x-jat|Inukami! The Movie
4938|1|x-jat|Inukami! The Movie: Tokumei Reiteki Sousakan Karina Shirou!
6365|1|x-jat|Inuki Kanako Zekkyou Collection: Gakkou ga Kowai!
10398|3|x-jat|inuneko
15297|3|x-jat|inutoneko
144|4|es-CA|InuYasha
144|4|pt-BR|InuYasha
144|4|es-419|Inuyasha
144|4|cs|Inuyasha
144|4|hu|Inuyasha
144|4|it|Inuyasha
144|1|x-jat|Inuyasha
144|4|fr|InuYasha
144|4|es|Inuyasha
144|4|en|InuYasha
144|4|ro|Inuyasha
144|4|pt|Inuyasha
903|4|hu|Inuyasha - A Film 2: Kastély a tükör mögött
1320|4|hu|Inuyasha - A Film 3: A világhódítás kardjai
2321|4|hu|Inuyasha - A Film 4: A vörösen lángoló Haurai sziget
273|4|hu|Inuyasha - A Mozifilm: Időtlen Szerelem
7323|2|en|InuYasha - Black Tessaiga
273|4|es-419|Inuyasha - El Amor Que Trasciende El Tiempo
903|4|es-419|Inuyasha - El Castillo Al Otro Lado Del Espejo
273|2|en|InuYasha - Feelings That Transcend Time
2321|4|es-419|Inuyasha - Fuego En Las Islas Místicas
1320|4|es-419|Inuyasha - La Espada Que Domina El Mundo
1320|4|it|InuYasha - La Spada del Dominatore del Mondo
1320|2|en|InuYasha - Sword of World Conquest
903|2|en|InuYasha - The Castle Beyond the Looking Glass
2321|2|en|InuYasha - The Crimson Hourai Island
273|2|en|InuYasha - The Love That Transcends Time
903|4|it|Inuyasha - The Movie 2: Il castello al di là dello specchio
273|4|it|Inuyasha - The Movie: Un sentimento che trascende il tempo
1320|2|en|InuYasha - The World Conquering Swords
903|4|pt|Inuyasha 2 - O Castelo de Sonhos no Espelho
273|4|fr|Inuyasha Film 1 : Au-delà du Temps
903|4|fr|Inuyasha Film 2 : Le château des Illusions
6716|1|x-jat|Inuyasha Kanketsuhen
903|4|en|InuYasha the Movie 2: The Castle Beyond the Looking Glass
1320|4|en|InuYasha the Movie 3: Swords of an Honorable Ruler
2321|4|en|InuYasha the Movie 4: Fire on the Mystic Island
273|4|en|InuYasha the Movie: Affections Touching Across Time
144|2|x-jat|Inuyasha TV
7323|2|en|Inuyasha: Black Tetsusaiga
903|4|de|InuYasha: Der Film - Das Traumschloss im Inneren der Spiegel
2321|4|de|InuYasha: Der Film - Die Insel Hourai im Flammenmeer
1320|4|de|InuYasha: Der Film - Die Schwerter, die die Welt unterwerfen
273|4|de|InuYasha: Der Film - Gefühle, die die Zeit überwinden
903|2|en|InuYasha: Dream Castle Inside the Mirror
7323|1|x-jat|Inuyasha: Kuroi Tessaiga
